NM_VOTAVEL,DS_CARGO,ANO
ODAIR JOSÉ DA CUNHA,Deputado Federal,2018
OSVALDO LOPES DE OLIVEIRA JUNIOR,Deputado Estadual,2018
PALOMA JULIANA SILVA,Deputado Federal,2018
PATRUS ANANIAS DE SOUZA,Deputado Federal,2018
PAULA MATTOS DE AZEVEDO,Deputado Estadual,2018
PAULO CESAR ALVES ROCHA,Deputado Estadual,2018
PERÓLA MARIA BRASIL CARRIJO RODRIGUES,Deputado Estadual,2018
POLLYANA DO AMARAL FERREIRA,Deputado Estadual,2018
PRISCILA CERDEIRA NOVAIS GONÇALVES,Deputado Federal,2018
Partido Comunista Brasileiro,Deputado Estadual,2018
Partido Comunista Brasileiro,Deputado Federal,2018
Partido Comunista do Brasil,Deputado Estadual,2018
Partido Comunista do Brasil,Deputado Federal,2018
Partido Democrático Trabalhista,Deputado Estadual,2018
Partido Democrático Trabalhista,Deputado Federal,2018
Partido Humanista da Solidariedade,Deputado Estadual,2018
Partido Humanista da Solidariedade,Deputado Federal,2018
Partido Novo,Deputado Estadual,2018
Partido Novo,Deputado Federal,2018
Partido Popular Socialista,Deputado Estadual,2018
Partido Popular Socialista,Deputado Federal,2018
Partido Progressista,Deputado Estadual,2018
Partido Progressista,Deputado Federal,2018
Partido Pátria Livre,Deputado Estadual,2018
Partido Pátria Livre,Deputado Federal,2018
Partido Republicano Brasileiro,Deputado Estadual,2018
Partido Republicano Brasileiro,Deputado Federal,2018
Partido Republicano Progressista,Deputado Estadual,2018
Partido Republicano Progressista,Deputado Federal,2018
Partido Republicano da Ordem Social,Deputado Estadual,2018
Partido Republicano da Ordem Social,Deputado Federal,2018
Partido Social Cristão,Deputado Estadual,2018
Partido Social Cristão,Deputado Federal,2018
Partido Social Democrático,Deputado Estadual,2018
Partido Social Democrático,Deputado Federal,2018
Partido Social Liberal,Deputado Estadual,2018
Partido Social Liberal,Deputado Federal,2018
Partido Socialismo e Liberdade,Deputado Estadual,2018
Partido Socialismo e Liberdade,Deputado Federal,2018
Partido Socialista Brasileiro,Deputado Estadual,2018
Partido Socialista Brasileiro,Deputado Federal,2018
Partido Socialista dos Trabalhadores Unificado,Deputado Estadual,2018
Partido Socialista dos Trabalhadores Unificado,Deputado Federal,2018
Partido Trabalhista Brasileiro,Deputado Estadual,2018
Partido Trabalhista Brasileiro,Deputado Federal,2018
Partido Trabalhista Cristão,Deputado Estadual,2018
Partido Verde,Deputado Estadual,2018
Partido Verde,Deputado Federal,2018
Partido da Mobilização Nacional,Deputado Estadual,2018
Partido da Mobilização Nacional,Deputado Federal,2018
Partido da Mulher Brasileira,Deputado Estadual,2018
Partido da Mulher Brasileira,Deputado Federal,2018
Partido da República,Deputado Estadual,2018
Partido da República,Deputado Federal,2018
Partido da Social Democracia Brasileira,Deputado Estadual,2018
Partido da Social Democracia Brasileira,Deputado Federal,2018
Partido dos Trabalhadores,Deputado Estadual,2018
Partido dos Trabalhadores,Deputado Federal,2018
Patriota,Deputado Estadual,2018
Podemos,Deputado Federal,2018
RAFAELA ANDRADE SILVA,Deputado Federal,2018
RAIMUNDO BENONI FRANCO,Deputado Federal,2018
RAMON MERCES GARCIA,Deputado Estadual,2018
RAUL JOSE DE BELEM,Deputado Estadual,2018
REGIANY MARIA VIEIRA NETTO,Deputado Federal,2018
REGINALDO LAZARO DE OLIVEIRA LOPES,Deputado Federal,2018
RENATO BARBOSA DE ANDRADE,Deputado Federal,2018
RICARDO ZEMA GUIMARÃES,Deputado Federal,2018
ROBERTO DIAS DE ANDRADE,Deputado Estadual,2018
RODRIGO ANTÔNIO DE PAIVA,Senador,2018
RODRIGO OTÁVIO SOARES PACHECO,Senador,2018
ROGER DANTAS RODRIGUES CESAR,Deputado Federal,2018
ROGERIO CORREIA DE MOURA BAPTISTA,Deputado Federal,2018
ROGERIO DE MELO FRANCO ASSIS ARAUJO,Deputado Federal,2018
ROMEU BORGES DE ARAUJO JUNIOR,Deputado Federal,2018
ROMEU ZEMA NETO,Governador,2018
RONALDO DORNELAS,Deputado Federal,2018
RONAN BUENO DOS SANTOS,Deputado Estadual,2018
ROSIMEIRE MALAGOLI,Deputado Estadual,2018
ROULIAN VIEIRA DO NASCIMENTO,Deputado Estadual,2018
RUBENS BASTOS,Deputado Federal,2018
Rede Sustentabilidade,Deputado Estadual,2018
Rede Sustentabilidade,Deputado Federal,2018
RÔMULO CALIXTO MAGALHÃES,Deputado Federal,2018
SABRINA PALMELA BRAUN,Deputado Federal,2018
SANDRO LÚCIO FONSECA,Deputado Estadual,2018
SEBASTIAO JOAQUIM VIEIRA,Deputado Federal,2018
SERGIO AMERICANO MENDES,Deputado Estadual,2018
SHEILA APARECIDA PEDROSA DE MELLO OLIVEIRA,Deputado Estadual,2018
SILAS BRASILEIRO,Deputado Federal,2018
SILÉSIO MIRANDA PEREIRA,Deputado Estadual,2018
SORAIA ALESSANDRA DA SILVA OLIVEIRA,Deputado Estadual,2018
STEFANO AGUIAR DOS SANTOS,Deputado Federal,2018
SYLLAS VALADAO FERREIRA,Deputado Federal,2018
Solidariedade,Deputado Estadual,2018
Solidariedade,Deputado Federal,2018
SÉRGIO LUCIO DE ALMEIDA,Deputado Federal,2018
SÓCRATES RODRIGUES QUEIROZ,Deputado Estadual,2018
THIAGO FERNANDES MENDES DA SILVA,Deputado Federal,2018
TIAGO LIMA MITRAUD DE CASTRO LEITE,Deputado Federal,2018
TÚLIO CESAR DIAS LOPES,Senador,2018
VALDIR TIAGO DIAS,Deputado Federal,2018
VALTER FERREIRA LOPES,Deputado Estadual,2018
VANESSA PORTUGAL BARBOSA,Senador,2018
VERA LÚCIA LEMOS CAMPOS BOTELHO,Deputado Estadual,2018
VICTOR MAGALHÃES CEZARINI,Deputado Federal,2018
VINÍCIUS DE SOUZA COSTA,Deputado Estadual,2018
VITHOR RODRIGUES DE ARAUJO,Deputado Federal,2018
VOTO BRANCO,Deputado Estadual,2018
VOTO BRANCO,Deputado Federal,2018
VOTO BRANCO,Governador,2018
VOTO BRANCO,Senador,2018
VOTO NULO,Deputado Estadual,2018
VOTO NULO,Deputado Federal,2018
VOTO NULO,Governador,2018
VOTO NULO,Senador,2018
WAGNER MARIANO JUNIOR,Deputado Federal,2018
WANDERSON ALVES DA SILVA,Deputado Estadual,2018
WANDERSON BATISTA FERREIRA,Deputado Estadual,2018
WANDERSON JOSE RODRIGUES,Deputado Estadual,2018
WASHINGTON FERNANDO RODRIGUES,Deputado Estadual,2018
WELITON FERNANDES PRADO,Deputado Federal,2018
WELITON ROGERIO DE SOUZA BRAGA ,Deputado Estadual,2018
WELLINGTON MARTINS RAMOS,Deputado Estadual,2018
WILLIAM JOSE DA SILVA,Deputado Estadual,2018
WILSON EUFRANIO DE ABREU,Deputado Estadual,2018
WILSON MELO CUNHA,Deputado Federal,2018
ÁLVARO DAMIÃO VIEIRA DA PAZ,Deputado Federal,2018
ÁUREA CAROLINA DE FREITAS E SILVA,Deputado Federal,2018
ABRAHÃO HISSA SAFAR NETO,Deputado Estadual,2018
ADELINO CANDIDO DA SILVA,Deputado Estadual,2018
ADEMIR ANDRADE DE OLIVEIRA,Deputado Estadual,2018
ADEMIR CAMILO PRATES RODRIGUES,Deputado Federal,2018
ADEMIR LUCAS GOMES,Deputado Estadual,2018
ADRIANA CRISTINA ARAUJO,Deputado Federal,2018
ADRIANA MARIA MOREIRA BORGES,Deputado Federal,2018
ADRIANA PINHEIRO GODINHO,Deputado Federal,2018
AFONSO VICTOR VIANNA DE ANDRADE,Deputado Federal,2018
AILTON ARANTES CUNHA,Deputado Estadual,2018
AIRTON GUIMARÃES NOGUEIRA,Deputado Estadual,2018
ALENCAR MAGALHÃES DA SILVEIRA JUNIOR,Deputado Estadual,2018
ALESSANDRO BARBOSA DOS PRAZERES,Deputado Estadual,2018
ALESSANDRO RODRIGUES BACKX,Deputado Federal,2018
ALEX PERES CARVALHO BRANT,Deputado Estadual,2018
ALEXANDRE FLACH DOMINGUES,Governador,2018
ALEXANDRE GONZAGA DE PAULA,Deputado Estadual,2018
ALEXANDRE JOSE QUIRINO,Deputado Estadual,2018
ALEXANDRE MAGNO MARTONI DEBIQUE CAMPOS,Deputado Estadual,2018
ALEXANDRE RAIMUNDO BARROS LIMA,Deputado Federal,2018
ALEXIS JEFFERSON DOS SANTOS,Deputado Estadual,2018
ALEXSANDER LUIZ DA PAIXAO FERREIRA,Deputado Federal,2018
ALISON MARQUES VIEIRA,Deputado Federal,2018
ALLEFE BRUCE DE OLIVEIRA MARTINS,Deputado Federal,2018
AMANTINO MOTA MENDES,Deputado Estadual,2018
AMARILDO DE OLIVEIRA PEREIRA ROSA,Deputado Federal,2018
AMERICO TADEU MACHADO,Deputado Estadual,2018
ANA CAROLINA PONTELO CANABRAVA,Deputado Federal,2018
ANA MARIA GRANATA AFONSO FERREIRA,Deputado Estadual,2018
ANA PAULA BORONI REIS,Deputado Federal,2018
ANA PAULA PEREIRA,Deputado Estadual,2018
ANA PAULA SIQUEIRA,Deputado Estadual,2018
ANDERSON CARLOS DA SILVA,Deputado Federal,2018
ANDERSON MOREIRA DOS REIS,Deputado Estadual,2018
ANDERSON RACILAN SOUTO,Deputado Federal,2018
ANDERSON RODRIGUES NEVES,Deputado Federal,2018
ANDRÉ BASÍLIO FERNANDES,Deputado Federal,2018
ANDRÉ LUCIANO VIEIRA COSTA,Deputado Estadual,2018
ANDRÉ QUINTÃO SILVA,Deputado Estadual,2018
ANDRÉA LIMA ROCHA,Deputado Federal,2018
ANDRÉA MARQUES RAMIRO,Deputado Estadual,2018
ANGELA MAIRINK DE SOUZA PEREIRA,Deputado Federal,2018
ANIBAL HENRIQUE DE OLIVEIRA MACEDO,Deputado Federal,2018
ANTONIO GONÇALVES FERNANDES DA SILVA,Deputado Federal,2018
ANTONIO MARCOS LIMA MACIEL,Deputado Federal,2018
ANTÔNIO CARLOS ARANTES,Deputado Estadual,2018
ANTÔNIO CARLOS DOORGAL DE ANDRADA,Deputado Estadual,2018
ANTÔNIO CARLOS SANTOS,Deputado Federal,2018
ANTÔNIO RINALDO VALÉRIO,Deputado Estadual,2018
ARLEN DE PAULO SANTIAGO FILHO,Deputado Estadual,2018
ARNALDO QUEIROZ DE MELO JUNIOR,Deputado Federal,2018
BENJAMIM ANTONIO MARTINS,Deputado Estadual,2018
BERENICE SOUZA DA SILVA,Deputado Federal,2018
BERNARDO LUIZ FORNACIARI RAMOS,Deputado Federal,2018
BERNARDO MUCIDA OLIVEIRA,Deputado Estadual,2018
BERNARDO SILVIANO BRANDÃO VIANNA,Deputado Estadual,2018
BRAULIO JOSÉ TANUS BRAZ,Deputado Estadual,2018
BRUNO ALEXSANDER DE JESUS,Deputado Estadual,2018
BRUNO AUGUSTO DE JESUS FERREIRA,Deputado Estadual,2018
BRUNO DE FREITAS SIQUEIRA,Deputado Estadual,2018
BRUNO FERREIRA DE PAIVA,Deputado Estadual,2018
BRUNO PEDROSA LEITE,Deputado Estadual,2018
CAMILA ARAÚJO DE OLIVEIRA,Deputado Estadual,2018
CARLOS ALBERTO ALVES,Deputado Federal,2018
CARLOS ANTONIO RAMOS JOTA,Deputado Estadual,2018
CARLOS AUGUSTO DA SILVA,Deputado Federal,2018
CARLOS DO CARMO ANDRADE MELLES,Deputado Federal,2018
CARLOS EDUARDO VENTURELLI MOSCONI,Deputado Federal,2018
CARLOS HENRIQUE ALVES DA SILVA,Deputado Estadual,2018
CARLOS HENRIQUE COELHO DE CAMPOS,Deputado Estadual,2018
CARLOS MAGNO RIBEIRO COSTA,Deputado Estadual,2018
CARMEN LUCIA PEREIRA DOS SANTOS CAETANO,Deputado Federal,2018
CASSIO ANTONIO MARQUES DA SILVA,Deputado Federal,2018
CELIO DE CASSIO MOREIRA,Deputado Estadual,2018
CELISE BARREIROS LAVIOLA CABRAL DE LIRA,Deputado Estadual,2018
CHARLES FELIZARDO DA CUNHA,Deputado Federal,2018
CLAUDINEY DO NASCIMENTO,Deputado Estadual,2018
CLAUDIO APARECIDO ALVES DE SOUZA,Deputado Estadual,2018
CLAUDIO DONIZETE DUARTE,Deputado Estadual,2018
CLAUDIO MOREIRA RIBEIRO,Deputado Federal,2018
CLODOALDO CÉSAR DE MOURA,Deputado Estadual,2018
CLÁUDIO RIBEIRO PRATES,Deputado Federal,2018
CORNÉLIO HERMES DE MORAIS FONSECA,Deputado Federal,2018
CRISTIANO NORONHA DE LIMA,Deputado Estadual,2018
CRISTIANO RODRIGUES DOS REIS,Deputado Estadual,2018
CRISTINA DEL PAPA,Deputado Federal,2018
CÉSAR AUGUSTO CUNHA DIAS,Deputado Estadual,2018
DALMO ROBERTO RIBEIRO SILVA,Deputado Estadual,2018
DANIEL ANGOTTI MOISÉS MARQUES,Deputado Estadual,2018
DANIEL CRISTIANO SOUZA,Deputado Estadual,2018
DANILO THADEU DIAS ALVES,Deputado Federal,2018
DARIO RICARDO BRAGA DE MOURA,Deputado Estadual,2018
DAVID SOUZA COSTA,Deputado Estadual,2018
DAVIDSON SALUSTIANO DA SILVA,Deputado Federal,2018
DELVITO ALVES DA SILVA FILHO,Deputado Estadual,2018
DENILSON ELIAS SILVA DE OLIVEIRA,Deputado Estadual,2018
DENISE MARTINS DOS SANTOS,Deputado Estadual,2018
DILZON LUIZ DE MELO,Deputado Estadual,2018
DIRCEU ALVES DA ROCHA,Deputado Federal,2018
DIRCEU DOS SANTOS RIBEIRO,Deputado Estadual,2018
DIVINO SOARES PEREIRA,Deputado Estadual,2018
Democracia Cristã,Deputado Federal,2018
DÂMINA DE CARVALHO PEREIRA,Deputado Federal,2018
DÉCIO CAMARGOS DE AGUIAR JUNIOR,Deputado Estadual,2018
ECLAIR DO ESPIRITO SANTO,Deputado Federal,2018
EDUARDO ALVES FERREIRA,Deputado Estadual,2018
EDUARDO AUGUSTO PEREIRA,Deputado Estadual,2018
EDUARDO FRANCISCO DE OLIVEIRA,Deputado Estadual,2018
EDUARDO LIMA CALDEIRA,Deputado Federal,2018
EDUARDO RIBEIRO LIMA,Deputado Estadual,2018
EDUARDO TAVARES MACIEL,Deputado Federal,2018
EDVALDO PICCININI TEIXEIRA,Deputado Estadual,2018
EDVAN SOARES BASTOS,Deputado Estadual,2018
ELAINE MATOZINHOS RIBEIRO GONÇALVES,Deputado Federal,2018
ELIANI BERNARDES ROSA DE MIRANDA,Deputado Federal,2018
ELIECI FERNANDES DE SOUZA,Deputado Federal,2018
ELIEL MÁRCIO DO CARMO,Deputado Federal,2018
ELILUCIO RODOLPHO,Deputado Estadual,2018
ELISA MARIA COSTA,Deputado Estadual,2018
ELISÂNGELA ALVES RIBEIRO,Deputado Estadual,2018
ELTON GERALDO TAVARES,Deputado Federal,2018
ELVES RODRIGUES CORTES,Deputado Federal,2018
ELVIMAR MONTEIRO,Deputado Federal,2018
ELZA MACHADO DE MELO,Deputado Estadual,2018
EMANOEL DA SILVA SADY,Deputado Federal,2018
EMERSON DA SILVA FREITAS,Deputado Estadual,2018
EMERSON GUIMARÃES TEIXEIRA,Deputado Federal,2018
ERIKA MENDES DOS SANTOS,Deputado Estadual,2018
ERISVALDO PEREIRA DOS SANTOS,Deputado Estadual,2018
ERNANI MARCOS DO CARMO,Deputado Federal,2018
FABIANO LOPES FERREIRA,Deputado Federal,2018
FABIO JOSE DE OLIVEIRA,Deputado Estadual,2018
FABIO SILVA NUNES,Deputado Federal,2018
FELIPE AUGUSTO FERRAREZ DA MATA,Deputado Federal,2018
FERNANDA VIEIRA DE OLIVEIRA ,Deputado Estadual,2018
FERNANDO LUIZ FORTUCI LOPES,Deputado Estadual,2018
FERNANDO PEREIRA GOMES NETO,Deputado Estadual,2018
FLAVIA DINIZ LEROY,Deputado Federal,2018
FLAVIA RITA COUTINHO SARMENTO,Deputado Federal,2018
FLÁVIO DOS SANTOS,Deputado Federal,2018
FRANCISCO JOSE FOGAÇA,Deputado Estadual,2018
FRANCISCO MARQUES DA SILVA,Deputado Federal,2018
FREDERICO AISC ATAIDE SILVA CARVALHO,Deputado Federal,2018
FREDERICO BORGES DA COSTA,Deputado Federal,2018
GABRIEL DE OLIVEIRA BITARAES,Deputado Federal,2018
GEISA GOMES PEREIRA TEIXEIRA,Deputado Estadual,2018
GEORGE HILTON DOS SANTOS CECÍLIO,Deputado Federal,2018
GERALDO AGOSTINHO TEIXEIRA,Deputado Estadual,2018
GERALDO CESAR SANTIAGO,Deputado Estadual,2018
GERALDO CÉSAR MACIEL,Deputado Estadual,2018
GERALDO SANTANA PIMENTA,Deputado Estadual,2018
GILBERTO GONÇALVES DE LIMA,Deputado Federal,2018
GILMAR DE ASSIS,Deputado Federal,2018
GILSIVANIA CARDOSO FERREIRA,Deputado Estadual,2018
GILSON LIBOREIRO DA SILVA,Deputado Estadual,2018
GILSON LUIZ REIS,Deputado Estadual,2018
GILSON PEREIRA DE SOUZA,Deputado Estadual,2018
GILVAM ALMEIDA SÁ,Deputado Federal,2018
GISLENE DE CASSIA PINTO,Deputado Estadual,2018
GLADIS FREITAS OLIVEIRA,Deputado Federal,2018
GLAUCON MATIAS DE ALMEIDA,Deputado Estadual,2018
GLEDSTON MORELI DA SILVA,Deputado Federal,2018
GLEISON CUNHA SOARES,Deputado Estadual,2018
GREICIKELLEY MOURAO BANDEIRA DE MELO,Deputado Estadual,2018
GUADALUPE MACHADO DIAS ,Deputado Federal,2018
GUILHERME DA CUNHA ANDRADE,Deputado Estadual,2018
GUSTAVO DA SILVA PIRES,Deputado Federal,2018
GUSTAVO HENRIQUE NEVES DE OLIVEIRA MOURA,Deputado Estadual,2018
GUSTAVO HENRIQUE PEREIRA RIBEIRO,Deputado Estadual,2018
GUSTAVO MARQUES CARVALHO MITRE,Deputado Estadual,2018
HELBER MARQUES CORREA,Deputado Federal,2018
HELCIMARA DE SOUZA TELLES,Deputado Estadual,2018
HELGA GREINER CORREA DE OLIVEIRA,Deputado Federal,2018
HELOISA VIEIRA CERRI,Deputado Federal,2018
HERCÍLIO ARAÚJO DINIZ FILHO,Deputado Federal,2018
HUDSON ROBERTO MEIRELES MACIEL,Deputado Estadual,2018
HUMBERTO PIMENTA RODRIGUES,Deputado Estadual,2018
HÉLIO LOPES DE OLIVEIRA FILHO,Deputado Federal,2018
IGOR DE MATOS MONTEIRO,Deputado Federal,2018
IGOR TARCIANO TIMO,Deputado Federal,2018
ILTON SARAIVA DA SILVA FILHO,Deputado Federal,2018
INÁCIO FRANCO,Deputado Estadual,2018
IRAN ALMEIDA BARBOSA,Deputado Estadual,2018
IRENE SUSANA DA SILVA MELO FRANCO,Deputado Estadual,2018
ISOLDA KARLA VASCONCELOS DE ALMEIDA RINCON,Deputado Federal,2018
ITAMAR DOS SANTOS,Deputado Federal,2018
IVAIR NOGUEIRA DO PINHO,Deputado Estadual,2018
IZABELLA ANDRADA DE FARIA,Deputado Federal,2018
IZAIAS DE OLIVEIRA,Deputado Estadual,2018
JAIR GREGORIO DE SOUZA,Deputado Estadual,2018
JAMIR CALILI RIBEIRO ,Deputado Estadual,2018
JANAINE CARVALHO FERREIRA,Deputado Estadual,2018
JAQUELINE ELIANE DOS SANTOS,Deputado Federal,2018
JEAN CLOUDE DA SILVA SANTOS,Deputado Estadual,2018
JEFERSON BOTELHO PEREIRA,Deputado Federal,2018
JEFERSON DOUGLAS SOARES ESTANISLAU,Deputado Estadual,2018
JESUS GERALDO DOS ANJOS,Deputado Estadual,2018
JESUS MARIO DE ALMEIDA LIMA,Deputado Federal,2018
JOAO DOS REIS DE SOUZA,Deputado Federal,2018
JOAQUIM JOSE MIRANDA JUNIOR,Deputado Estadual,2018
JORGE ANDRÉ SOUZA PERIQUITO,Deputado Estadual,2018
JORGE GUEDES DE CARVALHO,Deputado Federal,2018
JORGE TARCISIO TORQUATO,Deputado Federal,2018
JOSE CARLOS CARNEIRO GOMES,Deputado Federal,2018
JOSE DIVINO DE MELO,Deputado Estadual,2018
JOSE GERALDO DA CUNHA,Deputado Estadual,2018
JOSE GERALDO DE FARIAS,Deputado Federal,2018
JOSE GUILHERME FERREIRA FILHO,Deputado Estadual,2018
JOSIMAR JOSÉ ROCHA,Deputado Federal,2018
JOSÉ ANTONIO DE FREITAS CAMPOS,Deputado Estadual,2018
JOSÉ BONIFÁCIO MOURÃO,Deputado Estadual,2018
JOSÉ CARLOS NEVES DE SOUZA,Deputado Estadual,2018
JOSÉ DAMASCO BENTO,Deputado Federal,2018
JOSÉ DAVI TEODORO,Deputado Estadual,2018
JOSÉ GABRIEL VILAS BOAS,Deputado Federal,2018
JOSÉ LEONARDO COSTA MONTEIRO,Deputado Federal,2018
JOSÉ MARIA DE PAULA,Deputado Estadual,2018
JOSÉ MARIA NUNES,Deputado Estadual,2018
JOSÉ MAURÍCIO DO NASCIMENTO,Deputado Estadual,2018
JOSÉ NEWTON DE FARIA,Deputado Estadual,2018
JOSÉ PEDRO CORDEIRO,Deputado Estadual,2018
JOSÉ REIS NOGUEIRA DE BARROS,Deputado Estadual,2018
JOSÉ SARAIVA FELIPE,Deputado Federal,2018
JOSÉ VIEIRA FILHO,Deputado Estadual,2018
JOÃO BATISTA MACHADO RIBEIRO,Deputado Estadual,2018
JOÃO BATISTA RODRIGUES,Deputado Estadual,2018
JOÃO CRUZ REIS FILHO,Deputado Federal,2018
JOÃO CÉSAR DA SILVA,Deputado Estadual,2018
JOÃO DE SOUZA MOREIRA,Deputado Estadual,2018
JOÃO FRANCISCO DE JESUS,Deputado Federal,2018
JOÃO FRANCISCO DOS SANTOS,Deputado Estadual,2018
JOÃO JACIEL PEREIRA,Deputado Estadual,2018
JOÃO LÚCIO MAGALHÃES BIFANO,Deputado Estadual,2018
JOÃO OLIVEIRA NETO,Deputado Federal,2018
JUAREZ FRANCISCO TAVARES,Deputado Federal,2018
JUAREZ GOMES DA SILVA,Deputado Estadual,2018
JUHLIA DE PAULA ANDRE SANTOS,Deputado Estadual,2018
JULIANA ELLEN DE SALES,Deputado Estadual,2018
JULIANO LOPES LOBATO,Deputado Federal,2018
JULIANO NOGUEIRA MORAIS,Deputado Estadual,2018
JULIO CESAR DELGADO,Deputado Federal,2018
JUSSARA MENICUCCI DE OLIVEIRA,Deputado Federal,2018
JÚLIO CÉSAR DE OLIVEIRA,Deputado Federal,2018
JÚLIO PASSOS DE FARIA,Deputado Estadual,2018
KÁTIA GERALDA SILVA GOYATA,Deputado Federal,2018
LAUDIVIO ALVARENGA CARVALHO,Deputado Federal,2018
LAURA MENDES SERRANO,Deputado Estadual,2018
LAURA MULLER SAGRILO,Deputado Estadual,2018
LAURO EUSTÁQUIO GUIRLANDA DE MOURA,Deputado Estadual,2018
LAZARO ELIAS CAMILO,Deputado Federal,2018
LEANDRA MACHADO SANTOS,Deputado Federal,2018
LEONARDO ANANIAS LEÃO,Deputado Estadual,2018
LEONARDO CAETANO DA SILVA FÉLIX,Deputado Estadual,2018
LEONARDO JOSE DE MATTOS,Deputado Federal,2018
LEONARDO LEMOS BARROS QUINTÃO,Deputado Federal,2018
LEONARDO NASCIMENTO MOREIRA,Deputado Federal,2018
LEOPOLDO DE VASCONCELOS MARIA,Deputado Estadual,2018
LIDIA MARIA DE OLIVEIRA JORDÃO ROCHA DA CUNHA,Deputado Estadual,2018
LILIAN BERNARDINO DA SILVA,Deputado Federal,2018
LINDOMAR GOMES DA SILVA,Deputado Federal,2018
LIVIA MURTA TANURE,Deputado Federal,2018
LORENE FIGUEIREDO DE OLIVEIRA ,Deputado Federal,2018
LUCIANA LOPES NOMINATO BRAGA,Deputado Federal,2018
LUCIANO ANTUNES FERREIRA,Deputado Estadual,2018
LUCIMAR DA SILVA MATEUS,Deputado Estadual,2018
LUIS HENRIQUE DE OLIVEIRA RESENDE,Deputado Federal,2018
LUIS HENRIQUE EVANGELISTA GOMES,Deputado Estadual,2018
LUIZ ALDO DA SILVA SANTOS,Deputado Federal,2018
LUIZ CARLOS DE MIRANDA FARIA,Deputado Estadual,2018
LUIZ CARLOS PEREIRA,Deputado Estadual,2018
LUIZ HENRIQUE RABELO PIRES,Deputado Federal,2018
LUIZ MARCELO CABRAL TAVARES,Deputado Federal,2018
LUIZ SÁVIO DE SOUZA CRUZ,Deputado Estadual,2018
LUIZA MARIA DE ALMEIDA,Deputado Estadual,2018
LYNALDO DE PAULA SILVA,Deputado Federal,2018
LÍLIAN FRANÇA ALBUQUERQUE,Deputado Estadual,2018
MANOEL FONSECA MENDES,Deputado Estadual,2018
MANOEL NERES DA SILVA FILHO,Deputado Estadual,2018
MANOEL RICARDO MONTEIRO,Deputado Estadual,2018
MANOEL VESPUCIO DA COSTA VASCONCELOS,Deputado Federal,2018
MARA CRISTINA PESSOA,Deputado Federal,2018
MARCELINO WITTIG FRANCO,Deputado Estadual,2018
MARCO ANTONIO FELICIO DA SILVA,Deputado Federal,2018
MARCO ANTONIO ROCHA,Deputado Estadual,2018
MARCO ANTÔNIO BADARÓ BIANCHINI,Deputado Federal,2018
MARCO ANTÔNIO DE OLIVEIRA ZOCRATO,Deputado Estadual,2018
MARCO AURELIO PAULINO AZEVEDO,Deputado Estadual,2018
MARCO AURÉLIO DA CRUZ MOREIRA,Deputado Estadual,2018
MARCO AURÉLIO FLORES CARONE,Deputado Estadual,2018
MARCOS EDUARDO DE ANDRADE,Deputado Estadual,2018
MARCOS PINTO DA FONSECA,Deputado Estadual,2018
MARCUS SALVIO PIERONI,Deputado Federal,2018
MARCUS VINICIUS SILVA,Deputado Estadual,2018
MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,Deputado Federal,2018
MARDEN BANDEIRA CAMPOLINA,Deputado Estadual,2018
MARESSA PEREIRA ,Deputado Estadual,2018
MARIA APARECIDA DE JESUS,Deputado Federal,2018
MARIA APARECIDA MARQUES CAMPOS,Deputado Federal,2018
MARIA APARECIDA MENEZES VIEIRA,Deputado Federal,2018
MARIA DA CONCEIÇÃO OLIVEIRA ,Deputado Estadual,2018
MARIA DA CONSOLAÇÃO ROCHA ,Deputado Federal,2018
MARIA DO CARMO LARA PERPETUO,Deputado Estadual,2018
MARIA GLAUCIA COSTA BRANDAO,Deputado Estadual,2018
MARIA LUCIA IBRAHIM COELHO,Deputado Estadual,2018
MARIA MARGARIDA MARTINS SALOMÃO,Deputado Federal,2018
MARIA MARLENE RODRIGUES DE SOUSA,Deputado Estadual,2018
MARIA NATÉRCIA PINTO,Deputado Federal,2018
MARINA AUXILIADORA DE OLIVEIRA,Deputado Federal,2018
MARLI GAVA DA SILVA,Deputado Estadual,2018
MAURO FERNANDES LOPES DE LIMA E SOUSA,Deputado Estadual,2018
MAURO RIBEIRO LOPES,Deputado Federal,2018
MAURÍCIO MIGUEL GADBEM,Deputado Federal,2018
MILTON MARTINS DOS SANTOS,Deputado Federal,2018
MISAEL ARTUR FERREIRA VARELLA,Deputado Federal,2018
MÁRCIO LUIZ DA SILVA,Deputado Federal,2018
MÁRIO DE ASSIS,Deputado Federal,2018
MÁRIO HENRIQUE DA SILVA,Deputado Estadual,2018
MÁRIO JUSTINO DA SILVA,Deputado Federal,2018
NACIB DUARTE BECHIR,Deputado Estadual,2018
NAFTALI TAMAR DE OLIVEIRA NERES,Deputado Federal,2018
NATÁLIA GRANATO DE ASSIS,Deputado Estadual,2018
NEWTON CARDOSO JÚNIOR,Deputado Federal,2018
NILTON CESAR RODRIGUES ,Deputado Federal,2018
NÉLIO CEZAR NOGUEIRA,Deputado Estadual,2018
OFÉLIA DE LOURDES HILÁRIO,Deputado Federal,2018
ORLANDO JOSÉ LEITE DE CASTRO,Deputado Federal,2018
OSAIR JOSE FERNANDES SANTIAGO,Deputado Federal,2018
OSWALDO JOSE TEIXEIRA,Deputado Federal,2018
PALMÉRIO CARDOSO FERREIRA,Deputado Federal,2018
